name,skin_type,date,date_original,comment
putririzkyc,"Combination, Medium, Neutral",2024-06-09,09 Jun 2024,"Pertama kali coba moisturizer kayaknya ya skintific 5x ceramide ini. Dan masih bertahan sampe skrng, bahkan kalo beli sekalian yang botol besar, berdua sama ibu yang juga cocok, kulit kita sama sama kering jadi pelembab ini beneran penyelamat banget, apalagi kalo mau make up"
viaftramnda,"Oily, Medium, Neutral",2024-06-09,09 Jun 2024,"bagus untuk melembabkan kulit dan mengurangi jerawattt, cocokk untuk kulit kombinasii oil maupun keringgg mengurangin skin barrier. harga juga terjangkauuuu udah jadii langganannn bgttt samaa skintific ini rekomendeddd banget pokoknyaa buat kalian yg punya bermasalah wajah skin barrierr😍😍😍"
Nazuahanandita05_,"Oily, Medium Dark, Neutral",2024-06-09,09 Jun 2024,"bagus untuk melembabkan kulit dan mengurangi jerawattt, cocokk untuk kulit kombinasii oil maupun keringgg🥰🥰🥰🥰mengurangin skin barrier. harga juga terjangkauuuu udah jadii langganannn bgttt samaa skintific ini😋😋😋😋😋 rekomendeddd banget pokoknyaa buat kalian yg punya bermasalah wajah skin barrierr"
fitapurna,"Combination, Medium, Neutral",2024-06-09,09 Jun 2024,"Kulit jadi lebih lembab dan kenyal, kemerahan dikulit jadi lebih pudar, kaya jerawat yang matang itu jadi lebih kempes kemerahanya, suka banget bakalan beli lagi, bakal beli kya cuci muka sama cushion nya pokoknya bakal mau coba prodak yang lainnyaaa"
tenisa,"Oily, Medium, Neutral",2024-06-09,09 Jun 2024,Awal pakai skintific karena kemasannya bagus unik trus pas kulit lagi bermasalah dengan flek hitam setelahrutin memakai skintific flek hitam sedikit demi sedikit mulai memudar kulit tampak lebih cerah glowing dan sehat menjadi lebih percaya diri
tambunan76,"Combination, Medium, Neutral",2024-06-09,09 Jun 2024,Produk pelembap skintific ini sudah lama saya pake dan rutin saya pake setiap hari. Produknya bagus bangett dan jadi produk favorit saya. Hasilnya sangat memuaskan karena muka saya jadi lebih baik sekali. Semoga skintific semakin sukses
reniyulia,"Oily, Medium Light, Warm",2024-06-09,09 Jun 2024,"Ini produk yang viral tapi ga asal viral, karena banyak yang viral tapi produknya zonk, kalo ini ga zonk sama sekali, ya emang sebagus itu woy, lembap banget di kulit aq juga cocok banget produknya, cocok banget untuk semua jenis kulit apalg yg lg skin berrier"
tyaaswr,"Combination, Medium Light, Cool",2024-06-09,09 Jun 2024,"Sumpah sihhh ini moisture gel penyelamat banget. Muka ku yang ga bisa kering ataupun oily, bisa di balance pake moisture ini. Pernah 2 bulan stop dan cobain produk lain hasilnya malah mukaku jadi kering bangettt dan ujung-ujungnya balik lagi ke skintific wkwkkw"
intanksmh,"Normal, Light, Cool",2024-06-09,09 Jun 2024,salah satu product andalan aku saat aku ingin memperbaiki skinbarier aku pokonya cocok banget bikin muka calm down banget ilangin bekas kemerahan di muka aku memang harganya cukup pricy tapi cocok dan sebanding dengan harga yang ditawarkan
gisela23,",35 - 39",2024-06-09,09 Jun 2024,"Skintific's 5x Ceramide Barrier Repair Moisturizer is a skincare essential! Its potent formula not only hydrates but also fortifies the skin barrier, leaving skin nourished, smooth, and resilient. Highly recommended for anyone seeking effective moisture and protection."
Ridhaa97,"Normal, Medium, Neutral",2024-06-08,08 Jun 2024,"Mosturizer rekomended banget yag punya kulit kering , cocok banget pake ini , dan bisa memperbaikin skin barier kalian juga tekstur nya ringan , mudah menyerap dipakai untuk sleping mask Pemakain 1 bulan lngsung bikin wajah cerah, dan glowing"
KaylaAssyifa,"Normal, Light, Neutral",2024-06-08,08 Jun 2024,"moisturizer skintific sangat bagus untuk memperbaiki skin barrier, di wajahsaya sendiri yang ada tekstur kulit yang kurang mulus itu sangat membantu, dan di saat saya pakai produk tersebut di wajah saya produk tersebut sangat berpengaruh"
tsyaaprllia,"Combination, Medium, Neutral",2024-06-08,08 Jun 2024,"Moist nya bener-bener bikin muka jadi lembab, gak bikin kering dan ringan banget. Aku termasuk orang yang jarang beli skincare karena muka nya sensitif dan susah banget buat nemuin brand skincare yang pas dan gak bikin jerawatan. Tapi moist nya skintifiv bener-bener bagus buat benerin skin barrier yang rusak"
shifa03,"Dry, Medium, Neutral",2024-06-08,08 Jun 2024,"Sumpah secinta itu sama skintific moisturizer ceramide, melembabkan bangatt dikulit aku yang dry skin, membantu kerusakan skin berrier aku, mantap bangat lah pokoknya, teksturnya juga enak bangatt gambang bangat menyerap dikulit, love bangatttt"
margarethsyy_,"Oily, Medium, Neutral",2024-06-08,08 Jun 2024,"sepertinya sejak saya pakai skincare, moisturizer satu ini selalu di repurchase. karena bagus bangett. bikin wajah lembab dan ga bikin kusam. pakai moist ini bikin muka jadi membaik. skintific 5x ceramide salah satu moist yang ga akan aku ganti"
Janiceclare,"Oily, Light, Cool",2024-06-08,08 Jun 2024,"Moisturizer ini memiliki tekstur yang ringan dan creamy, yang mudah meresap ke dalam kulit tanpa meninggalkan rasa lengket atau berminyak. Harga moisturizer ini berada pada kisaran menengah, yang berarti cukup terjangkau untuk kualitas yang ditawarkan."
risasa,"Combination, Medium Light, Neutral",2024-06-08,08 Jun 2024,"suka banget sama produk skintific yang ini, bantu perbaiki skin barrier kita dan kalau wajah lagi bandel bantu perbaiki juga. kalau butuh melembapkan ini juga salah satu mosturizeryang bantu hidrating wajah. Selalu aku stok untuk skincare harianku"
YuliaEffendi,",19 - 24",2024-06-08,08 Jun 2024,"Produk ini sangat amat bagus, mulai dari tekstur, aroma dan juga kemasan nya. Hargaaa nyaa juga terjangkauuu. Saya sangat merekomendasi kan kaliannn untuk cobaa produk ini. Dapat di beli dimanapun, online maupun offlinee. Buruann beliii"
sndravil_,"Combination, Medium Light, Neutral",2024-06-08,08 Jun 2024,"Moisturizer yang paling cocok dan nyaman, gak bikin bruntusan dan dia bikin lembab, udah berapa kali coba produk lain tapi tetep emang best si buat skin barier kita , kulit jadi lembab dan gak bisa kelain hati pokoknya suka banget, thank you"
dessypatricia,"Oily, Medium Light, Neutral",2024-06-08,08 Jun 2024,"dulu awalnya beli yang versi kecil ternyata cocok. Suka banget sama texturenya gak lengket cepet nyerap dikulit ngelembabin parah. Beberapa bulan kelihatan banget hasilnyaa, kulit jadi lembab, memperbaiki texture kulit juga dan pasti melindungi juga."
fafazalp,"Dry, Medium, Neutral",2024-06-08,08 Jun 2024,Produk bagus untuk kulit kebetulan cocok jadi berasa terbantu dengan produk ini gak coba coba produk yang lain recomendi kata aku sih jadi mending yg udah terbukti bagus bagus ajah dati pada coba coba malah merusak kulit kan sayang kulitnya
viaaura12,"Oily, Medium, Neutral",2024-06-08,08 Jun 2024,"Teksturnya ringan cepet meresap ke kulit cukup buat ngehidrasi kulit aku yang suka tiba-tiba kering di salah satu spot. Ga lengket wangi nya soft banget enak, harganya emang lumayan tapi dia pake sedikit juga cukup ko buat semuka-muka jadi awet"
MelvaJS,"Combination, Light, Cool",2024-06-08,08 Jun 2024,"kulit tidak berminyak gampang kering di kulit. Sangat cocok di kulit saya yang sensitif. sangat worth to buy. Sudah beli yang ketiga kalinya. gak bakal nyesel dehh. Ayo yang punya kulit sensitif, pakai produk ini. sangat recomendeed...."
admfauzann,"Normal, Medium Dark, Neutral",2024-06-08,08 Jun 2024,"Mois gelnya bagus rekomendasi, membuat kulit menjadi lebih cerah, membantu merawat kulit yang berjerawat, melembabkan kulit sehingga kulit tidak terasa kering, pokoknya bagus rekomendasi banget pokoknya, harganya juga murah banget"
adindaapriliaf,"Dry, Medium, Warm",2024-06-08,08 Jun 2024,"FENOMENALLL SEKALIIII. Banyak banget ditemuin di sosial media atau toko online/offline, karena produknya emang bagus jadi banyak yang pakai juga. Harganya lumayan mahal sih tapi sesuai dengan hasil yang diperoleh, setelah pakai ini berasa lembap seharian."
phriciliasherren,"Oily, Medium, Neutral",2024-06-08,08 Jun 2024,Sudah pakai sekitar 1 tahun. Tekstrurnya ringan cocok digunakan untuk kulit berminyak dan berjerawat. Sudah digunakan sekitar beberapa botol. Dapat digunakan pagi dan malam hari sebagai step terakhir kalau malam dan sebelum sunscrenn pada pagi hari.
aliciaharis,",19 - 24",2024-06-08,08 Jun 2024,"Skintific berwarna biru ini dapat membantu meredakan serta menenangkan kulit yang kemerahan, sensitif, dan jerawat.pelembap ini cocok digunakan oleh semua jenis kulit, baik itu normal, berminyak, kering, dan kombinasi. Produk skincare SKINTIFIC Skin Barrier Repair bisa digunakan mulai umur 13 tahun ke atas."
khalilabafagih,"Oily, Medium Light, Cool",2024-06-08,08 Jun 2024,"moisturizer ter enaaak texturenya ringan bgt watery cepet meresap, bikin kulit terasa lebih sehat cocok banget buat yg skin barriernya rusaaakk pake moisturizer iniii jadi langsung better bruntuuusann ilang dihempaskan semuanyaaaa"
Hanifahalpacino,"Oily, Medium, Neutral",2024-06-08,08 Jun 2024,"Aghhh bagus banget moist skintific tuh, bener bener bisa benerin skinbarrier kita gitu loh, ringan juga dipakenya, bagus top banget, ga akan nyesel si beli ini, tapi kalian harus cari yang ori yah, awas hati hati ada yang palsunya kan jadi sayang"
Kirka,"Dry, Medium, Neutral",2024-06-08,08 Jun 2024,Udah pake selama 1tahun lebih pake moist ini.. Suka banget pake ini menyegarkan kulit wajah banget... udah pake semua product juga dari ini... enak dipakai pokonya ni product recomended banget.. tuk dipake sehari2 bkin kulit jadi tetap lembab kenyal cerah.. size besar pulaaa...
hamaiwoo,"Combination, Medium Light, Neutral",2024-06-08,08 Jun 2024,"lembab bgt, ringan juga, cocok buat kulit kering, di dapetinnya gampang, enak banget si di pakenya 🫶🏻, cuma agak mahal untuk anak sma seperti aku uwehehehe, ini jg bisa di gabungin sama bahan"" aktif lainnya jadi lebih sering kepakai loffloff😘"
ikawahyuni17,"Combination, Medium Light, Neutral",2024-06-08,08 Jun 2024,Moisturizer Yang nampol banget di muka apalagi kondisi muka aku yg gampang banget jerawatan sensitif oily bisa banget buat ngecover semuaitu mana harganya juga masuk banget kantong suka bangetpokok ya sama moisturizernya satu ini hehehe
annisataz_,"Combination, Medium, Neutral",2024-06-08,08 Jun 2024,"bagus banget melbabkan banget, dan memperbaiki skin barrier, suka banget sama produknya ga berbaauu, lembut dan bikin kulit kadi bagus, pemakaianrutin bikin kulit jadi lebih cerah love bangetttt, sangat amat recomended bagus bagi pemula"
elisabethendryani,"Combination, Medium Dark, Warm",2024-06-08,08 Jun 2024,"Udah habis ber-jar2 untuk skintific moisture gel, sesuka itu karena junur ini moisture yang aku suka, gel tapi tidak oily. Sifatnya watery, bikin lembab kulit dan dingin dipakai, setelah pakai itu lembab banget dan kulit terasa sehat, ga akan bosen pakai skintific ini"
Francaiscca,"Combination, Light, Neutral",2024-06-08,08 Jun 2024,"packagingnya kayak moist biasanya, agak tricky dan kurang higienis tapi moisturizer viral ini emg worth the hype sihhh teksturnya enak gampang menyerap dan gaada bau yg mengganggu sama sekali.. minusnya cuma cepet bgt abisnya tpi sisanya oke"
Strawbilaw,"Normal, Medium, Neutral",2024-06-08,08 Jun 2024,"Suka bangett pake inii, wajah jadi lembutt banget, dan gabikin kulit kusam, udah repeat order berapa kali, dan kulit jadi kenyal banget, membantu banget buat kulit aku yang kering ini, dan bagus banget buat di beli lagi, next bakalan beli lagi"
ysntaayni,"Combination, Medium Light, Neutral",2024-06-08,08 Jun 2024,"Ini first time pakeee dan nyoba sih wkwkw, teruss pas dicoba bener2 enakkk. Karena basic muka aku kering dan ini bener2 kaya memperbaiki skin barrier aku, kek nya ini moiss yang cocokk tapi ya harganya ada mahilssss wkwkwkwk. Tapi ini beneran recommend buat memperbaiki skin barrier"
ayurmdhnty,"Combination, Medium Light, Warm",2024-06-08,08 Jun 2024,"Moisturizer yang paling bagus di kulitku, teksturnya ringan gel dan pastinya ngga lengket. Langsung menyerap, banyak diskon di e commerce juga dan lumayan awet 1 jar buat 1 bulan. Ngga ada wangi juga cocok buat kulit normal to combination"
Allicia_Putri,"Combination, Medium Light, Cool",2024-06-08,08 Jun 2024,"moisturizer nya bagus banget, menghidrasi kulit, harga nya terjangkau, ga terlalu berat di pake, kemasan nya bagusss, gampang di bawa kemana mana, selalu jadi moisturizer favorite, bakal aku beli lagi dan rekomendasi banget buat kulit kombinasi"
sasmut,"Normal, Medium, Neutral",2024-06-08,08 Jun 2024,"pengalaman aku memakai moisturaizer dari brand skintific itu membuat kulit wajah aku menjadi lebih halus dan tidak kering lagi karna aku diruangaj ber AC , bruntusan aku memudar dan cocok juga dijadiin skin prep sebelum make up dan memakai mois ini menjadi lebih lembab"
dindaavp,"Oily, Medium, Neutral",2024-06-08,08 Jun 2024,"Ini jugaa bagus banget huhu buat kalian yang kulitnya lagi sakit sakitan alias kering, kusam, ada redness, darkcircle di bawah mataa. Karena dia tu mengandung seramide yang bisa memperbaiki skinbarrier kitaa jadi ini juara banget sih!!"
bbhkji_,"Oily, Medium, Warm",2024-06-08,08 Jun 2024,"ini sih bagus pake banget di kulit yang kayak aku, pake moisturizer lain ga ngaruh di kuli tebel aku, ini cocok banget buat kulit tebel beneran se ngaruh itu di pakenya dan dia ringan banget juga di pake ny, bisa di beli di onlinestoremaupun di offline"
erputcantik,"Oily, Medium, Neutral",2024-06-08,08 Jun 2024,"Pertama kali coba moist ini langsung jatuh cinta si haha karna emang melembabkan kulit aku banget dan bikin skin barier jadi kuat jd ga gampang jerawatan, bekas jerawat juga memudar pakai ini, aku bakal repurchase lagi si"
chachachabs,"Combination, Medium, Neutral",2024-06-08,08 Jun 2024,"Mencoba ini karena mau ngebenahin skin barrier. Sebelumnya kulitku kering banget dan sering beruntusan. 3 bulan lebih pakai ini, muka ku lumayan jadi lebih lembab. Dan makin jarang jerawatan. Tekstur nya lembut dan cepet meresap ke kulit."
syifaasdrn,"Oily, Medium Light, Neutral",2024-06-08,08 Jun 2024,Ini gausah diraguin! Moisturizer ter aman buat semua jenis kulit. Di kulit oily ku juga masih oke banget ga bikin greasy. Awalnya keracunan orang orang dan ternyata emang sebagus ituuu! Nyesel baru nyobain sekarang. Repurchase? Ofc! Recommended
Lilian24,"Combination, Medium Light, Neutral",2024-06-08,08 Jun 2024,Termasuk moisturizer yang gampang diserap. Melembabkannya juaraaa. Bikin kulit kering jadi seger lagi. Untuk kulit yang sensitive atau meradang recomend siii pake ini. Walaupun harganya lumayan ya tapi isinya banyak bisa dipake 2 bln
lilika,"Combination, Light, Neutral",2024-06-07,07 Jun 2024,"super ringan di kulit aku, bantu banget calming kulit aku yang kemarin sempet kering, aku selalu pakai ini sebelum make up, dan bantu banget buat make up aku jadi lebih nempel dan tahan seharian, make up jadi ga cakey dan hasilnya bagus banget"
silviaawln,"Combination, Medium, Neutral",2024-06-07,07 Jun 2024,"moisturaizer yang teksturnya gel transparan gampang banget meresap, gak lengket, dan mouisturaizer terviral pada masanya yang viralnya memang beneran bagus, sampe repurchese 3 kali karna memang sebagus itu, anw moisturaizer ini cocok banget buat kalian yg pertama kali nyoba pake retinol karna ditumpuk pake moisturaizer ini jadi calming bangett"
faizahdinar,"Combination, Medium Light, Neutral",2024-06-07,07 Jun 2024,"suka benget sama moiturizer ceramides dari skintific ini.. udah repurchase berkali kali.. teksturnya kaya gel gitu.. bisa dipake buat siang dan malam.. melembabkan kulit, dan membuat kulit jadi terhidrasi.. bisa memperbaiki barrier kulit juga.."
Latifah_Azfa,"Dry, Medium, Warm",2024-06-07,07 Jun 2024,"Aku udah pemakaian hampir 2 bulan, sejauh ini cocok lembapin kulit aku yang super kering. Teksturnya nyaman mudah meresap. Setelah ganti ke produk skintific bundling 5x ceramide bikin kulitku cerah dan ga kusam, paling penting untung ga beruntusan dan kalo lagi menjelang mens jerawat juga dikit. Jujur ini produk awet banget ga habis, kita liat hasilnya sampai habis dan pengen puchase lagi🥰"
safirah_ananda3,",19 - 24",2024-06-07,07 Jun 2024,"Produk skintific moisturizer ini bagus, profuk sangatembuat saya menjadi terasa nyaman membuat muka saya menajadi lebih nyaman sehingga produk imi membuat muka lebih kenyal saking bagusnya membuat saya lebih terasa ingin terus memakai produk ini"
khrnsmydn,"Oily, Medium Light, Neutral",2024-06-07,07 Jun 2024,"moisturizer pertamaku selama ku hidup dan ya langsung cocok dimuka ku yang sangat amat sensitif ini, memperbaikin skin barrier dan muka sangat jadi lembab, adikku make juga dan dia cocok sekali dengan produk ini, udah habis 10 botol lebih😂"
yelikaputri,"Combination, Medium Light, Neutral",2024-06-07,07 Jun 2024,"bagus banget setelah pake pakai ini beberapa minggu keliatan banget hasilnya kulit ku jadi lembab dan kenyal banget ga nyesel sih beli moisturazer ini emang sebagus itu ternyata dikulit bikin kulit halus juga dan bikin kulit glowing, meredakan jerawat juga"
